mrxlocation,detectivelocation1,detectivelocation2,detectivelocation3,detectivelocation4,detectivelocation5,detective1taxi,detective1bus,detective1train,detective2taxi,detective2bus,detective2train,detective3taxi,detective3bus,detective3train,detective4taxi,detective4bus,detective4train,detective5taxi,detective5bus,detective5train,mrxtaxi,mrxbus,mrxtrain,mrxdouble,mrxsecret,turnsleft,newmrxlocation
39,133,108,161,40,55,10,8,4,10,8,4,10,8,4,10,8,4,11,7,4,6,4,3,1,5,22,38
38,27,128,89,105,140,9,8,4,10,7,4,11,6,4,9,8,4,10,7,4,6,7,3,0,5,20,50
50,89,160,55,26,139,9,7,4,9,7,4,11,5,4,8,8,4,9,7,4,8,9,3,0,5,19,49
49,140,143,89,39,13,8,7,4,8,7,4,11,4,4,7,8,4,9,7,3,10,10,4,0,5,18,66
66,13,128,133,52,51,11,4,3,7,7,4,8,6,4,9,6,3,6,8,4,11,12,5,0,5,17,82
82,86,140,68,89,4,9,5,3,8,5,4,5,8,4,7,7,3,10,4,3,12,14,6,0,5,16,66
66,140,102,51,3,82,7,7,2,9,4,3,4,8,4,9,4,3,8,4,4,13,16,7,0,5,15,49
49,22,52,100,115,153,9,3,3,3,8,4,8,3,4,8,4,3,7,7,1,14,18,8,0,5,14,50
78,94,141,50,29,91,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,111
111,55,37,90,133,74,11,7,4,10,8,4,10,8,4,10,8,4,11,7,4,6,5,2,1,5,22,130
130,72,73,23,89,127,9,8,4,10,7,4,9,8,4,11,6,4,9,8,4,9,5,2,0,5,20,131
131,74,133,22,13,105,9,7,4,9,7,4,9,7,4,11,6,3,9,7,4,9,8,3,0,5,19,130
130,89,67,23,157,94,9,6,4,11,6,2,9,6,4,9,6,4,9,6,4,8,12,4,0,5,18,131
131,185,93,67,140,111,9,5,4,8,6,4,9,5,4,9,6,3,11,6,1,8,14,6,0,5,17,130
130,79,102,126,153,124,8,6,3,9,4,4,8,6,3,9,5,3,10,6,1,9,15,8,0,5,16,131
131,115,98,130,114,139,8,4,4,7,6,3,9,6,1,7,6,3,8,5,3,13,15,8,0,5,15,125
125,139,154,99,114,126,8,6,1,7,5,3,6,6,3,7,4,4,6,6,3,17,15,8,0,5,14,112
170,117,91,174,103,155,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,153
153,72,173,88,156,86,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,3,2,1,5,22,130
78,155,174,112,94,117,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,78
78,75,108,100,161,154,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,2,3,1,5,22,124
124,128,111,105,58,139,10,7,4,10,7,4,9,8,4,9,8,4,9,8,4,10,3,3,0,5,20,109
109,108,130,74,67,89,9,7,4,8,8,4,9,7,4,10,7,3,10,7,3,11,5,5,0,4,19,110
110,140,79,124,94,135,10,7,2,10,7,2,7,8,4,9,6,4,9,6,4,11,7,7,0,4,18,99
99,161,77,123,78,154,8,6,4,9,5,4,6,8,4,9,7,2,9,7,2,14,8,7,0,4,17,112
112,107,122,96,153,61,8,5,4,6,7,4,8,5,4,8,7,2,8,7,2,16,10,7,0,4,16,125
125,76,144,161,77,111,7,7,2,6,6,4,8,4,4,7,5,4,8,7,1,17,12,8,0,4,15,131
131,135,61,145,163,95,7,4,4,6,7,2,5,6,4,8,7,0,6,5,4,20,12,9,0,4,14,114
114,144,146,128,77,62,4,6,4,7,7,0,7,3,4,5,5,4,5,7,2,23,13,9,0,4,13,126
126,124,140,122,48,163,5,4,4,7,3,3,6,7,0,4,7,2,4,5,4,24,15,10,0,4,12,115
115,123,176,63,130,156,5,7,0,4,4,4,3,7,2,4,4,4,6,3,3,27,16,10,0,4,11,108
108,139,163,124,157,100,3,4,4,4,3,4,5,6,0,5,3,3,3,6,2,29,19,10,0,3,10,119
119,111,101,154,153,158,4,6,0,2,6,2,2,4,4,4,3,3,4,3,3,33,19,11,0,2,9,136
136,153,185,82,141,100,2,3,4,4,3,2,1,6,2,3,3,3,4,5,0,34,21,12,0,2,8,162
162,65,128,134,140,113,1,5,2,4,3,1,2,3,3,2,3,3,3,5,0,35,22,14,0,2,7,136
136,82,127,114,128,161,0,5,2,1,3,3,2,5,0,2,3,2,4,2,1,37,23,15,0,2,6,162
162,126,67,116,161,135,1,5,0,0,4,2,1,2,3,2,2,2,4,1,1,37,27,15,0,2,5,175
175,102,127,108,107,136,0,3,2,0,5,0,1,1,3,2,1,2,3,1,1,38,30,15,0,2,4,171
171,67,105,116,119,135,0,2,2,2,0,2,0,4,0,0,1,3,2,1,1,39,33,15,0,2,3,199
199,106,82,142,161,119,1,0,2,0,1,2,0,3,0,2,0,1,0,1,3,39,36,15,0,2,2,198
198,140,128,105,174,119,0,0,2,0,2,0,0,0,2,1,0,1,0,1,3,41,38,15,0,1,1,159
172,29,138,117,103,112,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,140
140,100,102,124,55,116,10,8,4,10,8,4,10,8,4,11,7,4,10,8,4,7,4,2,1,5,22,140
140,71,77,86,67,101,10,7,4,10,7,4,10,7,4,10,7,4,9,8,4,9,5,2,0,5,20,139
139,102,82,124,89,111,10,6,4,8,8,4,10,6,4,9,7,4,10,7,3,10,7,3,0,5,19,154
154,100,138,67,140,101,10,6,3,9,6,4,10,5,4,9,7,3,7,8,4,11,9,4,0,5,18,155
155,82,124,23,113,133,6,8,4,8,6,4,10,4,4,9,6,3,8,7,3,15,10,4,0,4,17,156
156,100,22,157,153,140,8,6,3,9,4,4,8,6,3,8,5,4,6,7,4,16,13,4,0,4,16,155
155,111,11,156,153,184,8,5,3,8,4,4,7,6,3,6,7,3,8,4,4,17,15,5,0,4,15,167
78,123,91,155,117,141,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,97
97,133,105,108,124,154,10,8,4,10,8,4,10,8,4,11,7,4,10,8,4,7,4,3,2,5,23,96
96,135,89,153,155,140,10,7,4,10,7,4,11,6,4,9,8,4,10,7,4,7,8,3,2,5,22,98
98,167,108,154,111,13,8,8,4,10,6,4,9,7,4,11,6,3,10,7,3,7,9,5,1,5,20,99
99,140,67,105,153,79,8,7,4,10,7,2,9,6,4,7,8,4,11,6,2,9,9,7,1,5,19,112
112,89,111,153,163,46,9,5,4,10,7,1,8,7,3,7,8,3,11,6,1,8,10,11,1,5,18,113
113,47,111,128,112,185,10,6,1,7,8,2,9,5,3,9,7,1,8,7,2,8,10,14,0,5,16,114
114,46,187,100,157,125,9,6,1,9,4,3,7,7,2,8,6,2,8,7,1,9,13,14,0,5,15,126
45,112,50,123,117,53,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,79
79,129,69,38,111,165,10,8,4,10,8,4,10,8,4,10,8,4,11,7,4,7,4,2,1,5,22,102
102,52,24,143,191,124,9,8,4,9,8,4,9,8,4,11,6,4,9,8,4,11,5,1,0,4,20,115
115,163,142,13,86,111,11,5,4,8,8,4,8,8,4,9,7,4,9,7,4,12,8,1,0,4,19,114
114,23,87,79,128,153,8,7,4,9,6,4,9,7,3,8,7,4,11,5,3,12,11,3,0,3,18,126
126,111,140,13,63,86,11,5,2,8,7,3,8,6,4,9,6,3,9,5,4,11,14,5,0,3,17,115
115,65,23,67,116,132,9,5,3,8,5,4,11,5,1,9,4,4,7,7,3,11,17,6,0,3,16,157
157,37,140,127,102,82,7,5,4,6,7,3,9,3,4,11,4,1,9,4,3,13,20,6,0,2,15,194
194,100,36,86,126,115,9,3,3,6,5,4,11,3,1,5,7,3,8,3,4,16,22,6,0,1,14,195
195,37,126,82,140,104,5,5,4,7,3,4,9,2,3,4,7,3,10,3,1,20,23,6,0,0,13,197
197,127,81,23,116,156,6,3,4,8,2,3,4,5,4,9,3,1,4,6,3,23,24,6,0,0,12,195
195,118,13,82,126,154,8,3,1,4,4,4,7,2,3,5,3,4,4,5,3,25,26,6,0,0,11,194
194,115,140,67,142,156,4,3,4,7,1,3,4,4,3,7,3,1,4,4,3,26,28,7,0,0,10,192
192,134,126,156,82,184,6,3,1,3,3,4,6,1,3,4,3,3,4,3,3,28,30,7,0,0,9,191
191,66,140,142,184,153,3,3,3,2,3,4,5,3,1,6,0,3,4,2,3,30,32,7,0,0,8,165
165,118,185,67,153,180,4,3,1,5,0,3,2,3,3,2,3,3,4,1,3,33,32,8,0,0,7,179
179,142,111,153,180,190,3,3,1,2,3,2,5,0,2,2,2,3,4,0,3,33,34,10,0,0,6,164
164,157,124,191,163,165,3,2,1,1,3,2,3,0,3,5,0,1,1,2,3,35,35,11,0,0,5,147
147,146,170,123,178,179,4,0,1,2,2,1,1,2,2,2,0,3,0,2,3,38,36,11,0,0,4,137
172,91,123,53,174,112,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,159
159,40,100,105,161,149,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,3,3,2,5,23,198
198,135,89,111,41,123,10,7,4,10,7,4,10,7,4,9,8,4,9,8,4,9,6,3,2,5,22,186
186,144,87,140,124,129,9,7,4,9,7,4,10,7,3,10,6,4,9,7,4,9,9,4,2,5,21,170
170,142,111,128,86,163,8,7,4,9,6,4,10,7,2,9,6,4,9,6,4,9,11,5,1,5,19,115
115,191,52,153,158,187,9,5,4,9,5,4,9,6,3,7,7,4,10,6,2,9,14,6,0,4,17,126
126,128,157,154,178,39,10,5,2,6,7,4,9,5,3,8,5,4,8,5,4,11,16,6,0,4,16,115
115,51,156,191,133,140,7,5,4,9,4,3,7,5,4,6,6,4,10,5,1,12,18,7,0,4,15,114
114,163,157,67,132,127,7,4,4,9,3,3,6,5,4,9,5,1,6,5,4,14,21,7,0,3,14,131
131,102,158,111,140,126,6,4,4,8,3,3,7,4,3,8,5,1,5,5,4,16,22,8,0,3,13,130
130,140,124,142,132,86,4,5,4,6,4,3,7,3,3,7,5,1,6,3,4,19,23,8,0,3,12,131
131,128,52,114,153,139,7,2,3,6,2,4,6,5,1,6,3,3,3,5,4,20,26,8,0,3,11,125
125,86,185,111,130,101,6,1,4,7,2,2,6,3,2,2,5,4,5,5,1,21,27,10,0,3,10,113
113,82,170,131,112,102,4,5,1,6,2,2,1,5,4,5,3,2,6,0,4,24,28,10,0,3,9,125
132,155,112,174,103,91,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,132
170,123,94,26,117,112,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,184
184,39,125,77,88,124,10,8,4,10,8,4,11,7,4,10,8,4,10,8,4,7,3,3,1,5,22,195
195,89,124,111,112,52,9,8,4,11,6,4,10,7,4,9,8,4,9,8,4,8,5,3,0,5,20,182
182,67,100,124,153,128,9,7,4,8,8,4,10,6,4,11,5,4,9,8,3,8,8,4,0,5,19,181
181,130,185,82,111,167,9,6,4,9,8,2,8,7,4,9,7,3,10,5,4,9,9,6,0,5,18,182
182,153,139,157,140,183,9,7,2,8,6,4,9,7,2,8,6,4,9,5,4,10,11,7,0,5,17,181
181,139,170,153,182,180,7,6,4,8,7,2,7,6,4,8,5,4,9,6,2,13,12,7,0,5,16,193
170,141,123,91,103,94,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,157
157,93,105,133,148,86,11,7,4,10,8,4,10,8,4,10,8,4,10,8,4,7,4,3,2,5,23,169
169,116,149,140,79,107,10,7,4,9,8,4,10,7,4,11,7,3,10,7,4,6,7,4,1,5,21,196
196,105,63,165,127,156,10,6,4,11,6,3,8,8,4,9,7,4,10,6,4,7,10,4,0,4,19,197
197,133,100,89,123,154,8,7,4,11,5,3,10,5,4,8,7,4,10,5,4,7,14,4,0,4,18,196
196,128,111,157,124,140,10,5,3,11,4,3,8,6,4,8,6,4,10,4,4,6,18,5,0,4,17,183
183,133,82,153,187,123,8,5,4,10,3,4,11,4,2,10,4,3,8,5,4,5,22,6,0,4,16,182
182,149,198,100,140,167,7,5,4,9,4,3,10,2,4,7,5,4,10,4,2,8,23,6,0,4,15,195
195,156,111,186,183,165,6,5,4,10,1,4,8,4,3,9,4,2,6,5,4,11,24,6,0,4,14,194
194,112,169,159,182,180,9,1,4,5,5,4,7,4,3,8,4,2,6,4,4,14,25,6,0,4,13,157
157,156,111,195,186,153,4,5,4,8,1,4,7,4,2,6,4,3,6,3,4,18,26,6,0,3,12,142
142,159,79,197,185,140,5,4,3,8,1,3,6,4,2,6,3,3,3,5,4,21,25,8,0,3,11,118
118,67,158,196,128,157,8,1,2,4,4,3,5,4,2,3,5,3,6,2,3,23,26,10,0,2,10,116
116,142,13,184,141,89,6,1,3,8,1,1,4,4,2,3,4,3,3,5,2,24,27,12,0,2,9,127
127,133,156,67,116,140,2,4,3,4,3,2,8,1,0,6,0,3,3,5,1,25,29,14,0,1,8,115
115,68,157,140,118,154,7,1,0,3,3,2,1,4,3,5,0,3,3,4,1,28,30,14,0,1,7,114
114,156,153,129,69,126,3,2,2,3,3,1,4,0,3,6,1,0,0,4,3,30,32,14,0,1,6,131
131,117,86,111,154,126,3,0,3,5,1,0,3,3,0,3,1,2,0,4,3,31,33,15,0,1,5,130
130,156,116,100,102,126,3,0,2,2,0,3,3,2,0,5,0,0,0,4,3,31,36,15,0,1,4,124
124,115,112,140,118,126,4,0,0,2,2,0,2,0,2,1,0,3,0,4,3,34,36,15,0,1,3,138
138,116,153,100,114,126,0,0,3,2,0,1,1,2,0,3,0,0,0,4,3,36,36,16,0,1,2,150
150,131,81,139,116,126,2,0,0,0,2,0,1,0,1,0,0,3,0,4,3,38,36,16,0,1,1,138
132,26,117,138,94,53,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,114
166,141,112,91,138,123,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,182
182,105,150,111,133,122,10,8,4,10,8,4,10,8,4,10,8,4,11,7,4,6,4,3,1,5,22,182
182,141,144,153,149,89,9,8,4,11,6,4,10,8,3,9,8,4,10,7,4,6,6,4,0,5,20,183
183,140,177,133,123,180,10,7,3,10,6,4,8,8,4,8,8,4,10,7,3,8,7,5,0,5,19,182
182,153,165,176,157,139,10,6,3,8,7,4,9,6,4,8,7,4,9,7,3,9,10,5,0,5,18,181
181,190,156,153,166,179,9,5,4,8,6,4,8,7,3,9,6,3,7,7,4,11,12,5,0,5,17,182
182,153,140,164,180,191,8,6,3,7,6,4,6,7,4,8,6,3,8,5,4,14,13,5,0,5,16,195
195,179,153,184,192,181,5,7,4,7,6,3,8,5,3,7,5,4,7,6,3,16,14,6,0,5,15,194
194,190,180,191,166,196,6,5,4,6,6,3,4,7,4,6,6,3,7,5,3,20,14,6,0,5,14,157
157,192,193,163,153,184,5,5,4,5,6,3,4,6,4,5,6,3,6,5,3,24,15,6,0,4,13,142
142,180,190,153,185,197,4,6,3,4,5,4,4,6,3,5,6,2,5,5,3,27,15,8,0,3,12,116
116,184,128,180,153,111,4,5,3,5,6,1,4,4,4,4,5,3,4,6,2,28,16,10,0,3,11,104
104,153,79,169,154,89,4,3,4,4,6,1,3,5,3,3,5,3,5,6,0,29,17,12,0,3,10,86
86,105,156,153,184,67,4,6,0,2,5,3,3,4,3,4,2,4,4,6,0,30,19,13,0,3,9,104
104,156,140,157,52,108,4,1,4,3,4,2,1,5,3,4,5,0,3,6,0,31,21,14,0,3,8,86
86,140,158,105,40,128,3,1,4,0,5,3,2,6,0,3,5,0,3,4,1,34,21,15,0,3,7,69
69,82,89,87,41,158,3,0,4,3,4,0,2,5,0,2,5,0,0,5,3,34,23,16,0,3,6,68
68,55,86,52,66,158,3,3,0,2,4,0,2,4,0,2,0,4,0,5,3,34,26,16,0,3,5,85
85,52,40,54,67,158,2,3,0,1,4,0,2,3,0,1,0,4,0,5,3,36,27,16,0,3,4,103
103,41,52,84,39,158,1,3,0,0,4,0,0,0,4,1,3,0,0,5,3,39,27,16,0,3,3,102
102,52,67,87,84,158,0,3,0,0,3,0,1,2,0,0,0,4,0,5,3,39,29,16,0,3,2,83
83,52,13,41,84,158,0,2,0,0,2,0,1,1,0,0,0,4,0,5,3,38,32,16,0,3,1,101
127,141,117,103,53,26,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,126
126,69,102,39,88,142,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,126
126,87,51,115,52,157,9,8,4,9,8,4,9,8,4,9,8,4,10,7,4,10,4,3,0,4,20,140
140,142,13,127,67,86,10,6,4,9,7,4,8,8,4,8,8,4,9,7,4,11,7,3,0,4,19,156
156,67,102,128,133,65,9,7,3,9,6,4,9,6,4,7,8,4,8,7,4,12,9,4,0,4,18,169
169,127,135,67,83,82,7,7,4,9,5,4,8,6,4,8,6,4,9,6,3,13,13,4,0,3,17,184
184,140,101,111,133,128,9,5,3,7,6,4,8,6,3,6,7,4,9,4,4,14,15,5,0,3,16,196
196,157,163,82,153,185,6,6,4,8,6,2,6,6,4,9,5,2,9,4,3,14,16,8,0,3,15,197
197,153,184,140,111,156,9,4,2,9,4,2,6,5,4,8,6,1,6,5,4,13,19,10,0,3,14,195
195,184,154,168,163,180,6,4,4,6,4,4,8,4,2,8,6,0,9,3,2,13,22,11,0,3,13,194
194,139,191,184,197,181,5,4,4,8,5,0,7,4,2,5,4,4,8,3,2,16,23,11,0,3,12,195
132,141,91,103,155,117,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,139
139,102,129,107,158,168,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,139
139,159,184,161,142,115,9,8,4,9,8,4,10,7,4,9,8,4,9,8,4,9,4,3,0,5,20,130
130,114,128,186,158,153,8,8,4,10,6,4,8,8,4,8,8,4,9,7,4,11,6,3,0,5,19,139
139,198,157,185,132,152,7,8,4,7,8,4,10,6,3,7,8,4,8,7,4,14,6,4,0,5,18,130
130,187,184,114,153,133,6,8,4,9,6,3,6,8,4,7,7,4,7,7,4,17,7,4,0,5,17,124
106,94,50,138,117,174,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,119
127,155,174,138,123,29,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,141
141,154,152,16,122,175,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,141
141,29,153,121,171,155,9,8,4,9,8,4,9,8,4,9,8,4,9,8,4,10,3,3,0,5,20,133
133,122,168,185,55,175,8,8,4,8,8,4,9,8,3,9,7,4,8,8,4,12,4,4,0,5,19,141
141,89,155,144,174,128,9,6,4,7,8,4,8,7,4,7,8,4,9,8,2,14,6,5,0,4,18,133
133,161,163,143,156,140,6,8,4,8,6,4,8,8,2,6,8,4,9,6,3,16,7,6,0,4,17,127
127,154,111,199,142,126,6,7,4,8,6,3,6,7,4,7,8,2,8,6,3,17,9,7,0,4,16,133
133,198,140,79,116,156,5,7,4,7,6,3,8,6,2,7,7,2,6,6,4,19,11,8,0,3,15,141
141,67,159,142,157,126,8,6,1,4,7,4,7,6,2,5,6,4,6,6,3,22,12,9,0,2,14,133
132,117,138,94,155,174,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,131
131,175,154,93,124,108,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,114
114,111,79,105,155,171,9,8,4,10,8,3,10,7,4,9,8,4,9,8,4,9,4,4,1,5,21,113
113,108,111,173,168,100,10,6,4,10,8,2,8,8,4,8,8,4,9,7,4,10,6,5,1,5,20,115
115,155,160,153,116,113,7,8,4,7,8,4,10,8,1,10,5,4,8,7,4,11,7,6,0,5,18,102
102,100,128,156,108,139,7,7,4,6,8,4,6,8,4,10,4,4,9,8,1,15,8,6,0,4,17,67
67,154,117,140,89,111,8,8,1,9,4,4,6,7,4,6,8,3,7,6,4,17,9,7,0,4,16,65
65,79,116,140,105,133,7,6,3,8,4,4,8,7,1,5,8,3,6,6,4,19,10,8,0,4,15,22
22,87,127,82,86,111,5,7,3,6,5,4,8,6,1,8,3,4,7,6,2,19,13,9,0,4,14,35
35,116,86,67,65,103,6,4,4,5,6,3,7,6,1,7,6,1,7,3,4,21,15,10,0,3,13,48
48,69,117,102,22,82,4,6,3,5,4,4,6,3,4,7,5,1,7,5,1,23,17,10,0,3,12,63
63,88,101,68,35,67,4,4,4,6,5,1,3,6,3,6,5,1,6,2,4,26,18,10,0,3,11,80
80,100,89,67,79,48,5,5,1,3,4,4,2,6,3,6,2,3,5,5,1,30,18,11,0,2,10,99
99,67,102,35,13,112,6,2,2,2,5,3,4,5,1,3,4,3,4,5,1,31,19,13,0,2,9,110
110,65,23,67,125,79,3,5,1,2,4,3,2,4,3,3,5,1,6,2,1,33,20,14,0,2,8,109
109,63,79,112,98,3,3,4,1,2,4,2,2,5,1,5,2,1,2,3,3,34,22,15,0,2,7,124
124,23,65,97,78,100,2,2,3,3,3,1,4,2,1,1,4,2,1,5,1,36,24,15,0,2,6,153
153,13,79,98,82,111,1,2,3,0,4,2,3,2,1,3,2,1,1,4,1,39,25,15,0,2,5,185
185,110,46,140,78,163,2,2,1,1,2,2,3,1,1,0,3,2,1,4,0,40,27,17,0,1,4,187
187,46,79,111,126,144,0,2,2,1,2,1,1,2,1,2,1,1,1,3,0,42,29,18,0,0,3,188
188,140,63,123,153,78,1,1,1,1,1,1,1,2,0,1,2,0,0,1,2,42,32,19,0,0,2,199
199,64,46,184,148,133,0,1,1,0,0,2,1,1,0,0,2,0,1,0,1,43,35,19,0,0,1,198
45,138,141,91,103,117,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,13
13,88,107,142,152,102,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,3,2,1,5,22,13
13,153,89,67,128,72,9,8,4,9,8,4,10,7,4,9,8,4,10,7,4,11,5,0,0,5,20,24
24,82,160,140,107,139,10,6,4,8,8,4,9,8,3,10,6,4,8,8,4,12,7,1,0,5,19,37
37,161,126,67,130,143,10,5,4,8,8,3,10,5,4,7,8,4,7,8,4,14,9,1,0,5,18,36
36,135,82,128,124,115,6,8,4,10,4,4,10,4,4,6,8,4,7,8,3,16,11,1,0,5,17,35
35,161,140,111,127,81,6,7,4,10,4,3,5,8,4,6,8,3,9,4,4,18,12,2,0,5,16,48
48,133,79,128,100,82,6,7,3,5,8,3,6,6,4,8,4,4,10,3,3,18,15,3,0,5,15,34
34,80,89,62,66,127,7,4,4,6,6,3,4,8,3,9,3,3,6,6,3,20,16,4,0,5,14,46
46,65,102,79,100,67,8,3,3,6,5,3,3,8,3,6,4,4,6,6,2,23,16,5,0,5,13,47
47,111,67,65,78,63,6,3,4,6,4,3,6,5,2,2,8,3,8,2,3,24,20,5,0,4,12,62
62,63,34,61,23,79,6,4,2,8,1,3,1,8,3,6,3,3,6,3,3,24,23,6,0,4,11,48
106,29,141,50,174,138,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,89
89,173,49,124,133,55,10,8,4,10,8,4,10,8,4,10,8,4,11,7,4,7,3,3,1,5,22,65
65,89,140,66,111,188,11,6,4,10,7,4,9,8,4,10,7,4,9,8,4,9,5,2,0,5,20,64
64,128,13,133,67,82,8,8,4,11,6,3,10,6,4,10,7,3,8,8,4,10,6,4,0,5,19,63
63,67,23,127,89,24,8,7,4,10,6,3,10,5,4,8,8,3,10,6,3,10,9,5,0,5,18,80
80,13,67,102,22,82,9,6,3,8,8,2,10,4,4,10,5,3,8,6,4,11,12,6,0,4,17,63
63,67,111,46,100,65,10,3,4,8,8,1,9,6,2,8,5,4,10,4,3,10,15,8,0,4,16,48
48,34,100,64,80,79,9,5,2,8,7,1,9,4,3,7,5,4,10,3,3,11,17,9,0,4,15,35
35,100,65,62,82,63,6,5,4,8,4,3,9,3,3,8,6,1,9,4,2,13,19,9,0,4,14,36
36,66,79,22,111,48,7,6,1,8,3,3,8,3,3,6,4,4,8,4,2,15,21,9,0,4,13,37
37,79,3,67,49,35,6,4,3,8,2,3,8,3,2,6,6,1,7,4,2,16,22,11,0,4,12,24
24,36,51,4,46,50,6,4,2,7,3,2,7,2,3,6,4,2,5,6,1,19,22,12,0,4,11,13
172,138,29,112,50,26,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,170
170,111,15,124,55,38,10,8,4,10,8,4,10,8,4,11,7,4,10,8,4,6,4,3,1,5,22,158
158,54,41,51,100,153,10,7,4,10,7,4,9,8,4,10,7,4,10,7,4,7,7,3,0,4,20,142
142,67,54,82,55,180,8,8,4,9,7,4,10,6,4,9,7,4,10,6,4,9,9,3,0,4,19,143
143,41,89,101,184,13,8,7,4,9,6,4,9,6,4,10,5,4,8,8,3,10,11,4,0,4,18,129
129,23,87,114,153,140,8,7,3,8,6,4,8,6,4,10,4,4,9,6,3,10,14,5,0,4,17,117
117,166,89,105,115,67,9,4,4,9,6,2,8,5,4,7,6,4,8,6,3,11,16,6,0,4,16,129
129,127,102,108,88,153,6,6,4,8,5,3,7,5,4,8,6,2,8,4,4,14,17,6,0,4,15,118
118,185,89,127,134,135,8,4,3,7,6,2,8,4,3,5,6,4,7,4,4,15,19,7,0,4,14,116
116,128,143,115,141,170,7,6,1,6,4,4,7,4,3,4,6,4,7,4,3,18,19,8,0,4,13,117
117,142,157,128,102,135,3,6,4,6,4,3,5,4,4,6,4,3,7,5,1,21,20,8,0,4,12,88
88,133,128,116,140,86,6,3,3,7,4,1,3,5,4,5,4,3,6,3,3,20,24,9,0,4,11,87
106,94,141,26,53,155,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,89
89,154,39,142,93,69,10,8,4,10,8,4,10,8,4,11,7,4,10,8,4,6,4,3,1,5,22,133
133,68,79,51,156,157,9,8,4,11,7,3,9,8,4,10,7,4,10,7,4,8,5,3,0,5,20,141
141,133,140,98,67,39,10,6,4,9,7,4,10,7,3,8,8,4,8,8,4,12,6,3,0,4,19,142
142,52,79,102,157,82,7,8,4,9,7,3,8,7,4,10,5,4,9,6,4,13,9,3,0,4,18,128
128,66,142,67,63,115,8,6,4,10,4,4,7,7,4,9,6,3,7,7,4,15,11,3,0,4,17,185
185,64,111,82,127,158,8,6,3,7,7,3,7,6,4,6,7,4,9,4,4,19,11,3,0,4,16,186
186,140,81,124,116,141,7,5,4,7,6,3,7,6,3,6,6,4,8,4,4,20,14,3,0,4,15,198
198,127,142,82,111,156,5,6,4,7,4,4,6,6,3,7,5,3,6,5,4,23,15,3,0,4,14,199
199,153,140,133,157,143,7,5,2,6,5,3,5,5,4,5,5,4,6,4,4,24,17,4,0,4,13,171
171,128,133,153,141,185,5,4,4,5,4,4,6,5,2,4,5,4,7,5,1,26,18,6,0,3,12,173
173,185,128,140,161,142,6,5,1,7,5,0,5,3,4,5,3,4,3,5,4,26,20,8,0,3,11,171
171,89,143,128,188,174,5,3,3,2,5,4,6,5,0,6,5,0,4,3,4,28,20,10,0,3,10,173
173,160,128,199,161,175,1,5,4,5,3,2,5,5,0,6,4,0,3,3,4,30,21,11,0,3,9,188
172,50,155,26,103,141,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,140
140,102,39,38,134,167,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,3,2,1,5,22,100
100,153,141,50,51,83,9,8,4,9,8,4,9,8,4,9,8,4,9,8,4,13,2,2,0,4,20,80
80,52,142,102,37,124,8,8,4,8,8,4,8,8,4,8,8,4,9,7,4,17,3,2,0,3,19,63
